v2.id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted,cf_6,cf_7,cf_8,cf_9,cf_10
53,"PDP: Negative: Add variant to cart and confirm selected variant is retained (US address, 3DS required)","Validates Payments behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",medium,major,functional,negative,to-be-automated,actual,no,e2e,classic,"1. ""Open a product detail page""
2. ""Select a variant and review stock status""
3. ""Add the product to cart""
4. ""Confirm cart reflects the selected variant""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,18,3,"Cart Persistence & Merge",,,no,Payments,"Returning user",Low,Automated,"US address, 3DS required"
62,"Orders: Negative: Request cancellation for an unshipped order (3DS required)","Validates Payments behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",medium,major,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Open an unshipped order""
2. ""Request cancellation""
","1. """"
2. """"
","1. """"
2. """"
",,,18,3,"Cart Persistence & Merge",,,no,Search,Guest,Low,"Not automated","3DS required"
77,"Cart: Update cart quantity and remove item empties cart (US address)","Validates Payments behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",medium,major,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Add a product to the cart""
2. ""Change quantity and confirm totals update""
3. ""Remove the item and confirm cart is empty""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,18,3,"Cart Persistence & Merge",,,no,Admin,Admin,High,"Not automated","US address"
82,"Checkout: Negative: Pay by card with 3DS authentication (US address, EU address)","Validates Payments behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,negative,automated,actual,no,e2e,classic,"1. ""Proceed to the payment step in checkout""
2. ""Enter card details""
3. ""Complete additional authentication if prompted""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,18,3,"Cart Persistence & Merge",,,no,"Backend API",Guest,Low,"Not automated","US address, EU address"
104,"Checkout: Select or add delivery address during checkout (US address, Discount eligible)","Validates Payments behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Proceed to checkout from the cart""
2. ""Select or add a delivery address""
","1. """"
2. """"
","1. """"
2. """"
",,,18,3,"Cart Persistence & Merge",,,no,Admin,"Returning user",Medium,Automated,"US address, Discount eligible"
24,"Auth: Start registration with new email and password (Discount eligible)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Open ShopEase and go to Sign up""
2. ""Enter a new email and a strong password""
","1. """"
2. """"
","1. """"
2. """"
",,,16,3,"Cart Basics",,,no,Payments,Admin,Medium,Candidate,"Discount eligible"
33,"Cart: Negative: Apply then remove promo code updates totals (Out-of-stock, EU address)","Validates Payments behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,negative,automated,actual,no,e2e,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
4. ""Remove the promo and confirm totals revert""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,16,3,"Cart Basics",,,no,Payments,"New user",Low,"Not automated","Out-of-stock, EU address"
51,"Search: Search and sort results (EU address, 3DS required)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Enter a search query""
2. ""Apply sort order and review results""
","1. """"
2. """"
","1. """"
2. """"
",,,16,3,"Cart Basics",,,no,"Web UI","New user",Low,"Not automated","EU address, 3DS required"
95,"Auth: Complete password reset via email and sign in with new password (EU address, US address)","Validates Payments behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,yes,e2e,classic,"1. ""Open Login and select Forgot password""
2. ""Request a password reset for an existing account""
3. ""Open the reset email and set a new password""
4. ""Log in with the new password and confirm success""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,16,3,"Cart Basics",,,no,Search,Guest,Low,Automated,"EU address, US address"
31,"Cart: Update cart quantity and remove item empties cart (Out-of-stock)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Add a product to the cart""
2. ""Change quantity and confirm totals update""
3. ""Remove the item and confirm cart is empty""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,15,6,"Guest Checkout",,,no,Admin,Guest,Low,Candidate,Out-of-stock
69,"Admin: Perform admin action and verify changes persist (3DS required)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,15,6,"Guest Checkout",,,no,"Web UI",Admin,High,Automated,"3DS required"
85,"Orders: Request cancellation for an unshipped order (3DS required, Out-of-stock)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open an unshipped order""
2. ""Request cancellation""
3. ""Confirm cancellation""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,15,6,"Guest Checkout",,,no,"Backend API","Returning user",Medium,"Not automated","3DS required, Out-of-stock"
4,"Browse: Browse category, open product, return to category with state preserved (Discount eligible, US address)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,jira:",medium,major,functional,positive,automated,actual,no,api,classic,"1. ""Open a product category page""
2. ""Scroll and load more items""
3. ""Open a product from the list""
4. ""Return to category and confirm state is preserved""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,19,6,"Address & Shipping",,,no,Search,"Returning user",High,Candidate,"Discount eligible, US address"
8,"Cart: Negative: Update cart quantity and remove item empties cart (EU address, Out-of-stock)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",medium,major,functional,negative,to-be-automated,actual,no,e2e,classic,"1. ""Add a product to the cart""
2. ""Change quantity and confirm totals update""
3. ""Remove the item and confirm cart is empty""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,19,6,"Address & Shipping",,,no,"Backend API",Admin,High,Automated,"EU address, Out-of-stock"
11,"Checkout: Guest checkout enters email and proceeds (EU address)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Add items to cart and proceed to checkout""
2. ""Continue as guest and enter checkout email""
3. ""Enter address and select shipping""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,19,6,"Address & Shipping",,,no,Payments,Guest,High,Automated,"EU address"
55,"Cart: Negative: Guest cart persists after login (Out-of-stock)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,negative,automated,actual,no,e2e,classic,"1. ""Add an item to cart as a guest""
2. ""Log in to an existing account""
","1. """"
2. """"
","1. """"
2. """"
",,,19,6,"Address & Shipping",,,no,"Web UI","New user",Low,"Not automated",Out-of-stock
113,"Admin: Sign in to admin and navigate to an admin section (Discount eligible)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
","1. """"
2. """"
","1. """"
2. """"
",,,19,6,"Address & Shipping",,,no,Search,"New user",High,"Not automated","Discount eligible"
108,"Orders: Cancel unshipped order and verify status updates (Out-of-stock)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open an unshipped order""
2. ""Request cancellation""
3. ""Confirm cancellation""
4. ""Verify order status updates to Cancelled""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,19,6,"Address & Shipping",,,no,Search,"Returning user",Low,Automated,Out-of-stock
96,"Browse: Browse category, open product, return to category with state preserved (US address)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Open a product category page""
2. ""Scroll and load more items""
3. ""Open a product from the list""
4. ""Return to category and confirm state is preserved""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,19,6,"Address & Shipping",,,no,"Web UI",Guest,Low,Candidate,"US address"
79,"Cart: Apply then remove promo code updates totals (Discount eligible)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,automated,actual,no,api,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
4. ""Remove the promo and confirm totals revert""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,22,6,Payment,,,no,"Web UI","Returning user",High,Candidate,"Discount eligible"
10,"Cart: Apply promo code updates discount and totals (Out-of-stock)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,22,6,Payment,,,no,Payments,"Returning user",Low,Automated,Out-of-stock
103,"Checkout: Guest checkout enters email and proceeds (Out-of-stock, 3DS required)","Validates Search behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Add items to cart and proceed to checkout""
2. ""Continue as guest and enter checkout email""
","1. """"
2. """"
","1. """"
2. """"
",,,22,6,Payment,,,no,Search,Admin,Low,Automated,"Out-of-stock, 3DS required"
119,"Browse: Negative: Browse category, open product, return to category with state preserved (US address, EU address)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Open a product category page""
2. ""Scroll and load more items""
3. ""Open a product from the list""
4. ""Return to category and confirm state is preserved""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,22,6,Payment,,,no,Payments,Admin,Low,Automated,"US address, EU address"
118,"Auth: Complete password reset via email and sign in with new password (EU address)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Open Login and select Forgot password""
2. ""Request a password reset for an existing account""
3. ""Open the reset email and set a new password""
4. ""Log in with the new password and confirm success""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,22,6,Payment,,,no,Admin,Admin,Low,Candidate,"EU address"
46,"Admin: Perform admin action and verify changes persist (EU address)","Validates Payments behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",medium,major,functional,positive,automated,actual,no,api,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,22,6,Payment,,,no,"Web UI",Admin,High,"Not automated","EU address"
26,"Auth: Complete password reset via email and sign in with new password (US address)","Validates Search behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Open Login and select Forgot password""
2. ""Request a password reset for an existing account""
3. ""Open the reset email and set a new password""
4. ""Log in with the new password and confirm success""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,23,6,Confirmation,,,no,Payments,Admin,Medium,"Not automated","US address"
90,"Admin: Perform admin action and verify changes persist (3DS required)","Validates Search behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,23,6,Confirmation,,,no,Admin,"Returning user",Low,Candidate,"3DS required"
78,"Cart: Guest cart persists after login (Out-of-stock)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Add an item to cart as a guest""
2. ""Log in to an existing account""
","1. """"
2. """"
","1. """"
2. """"
",,,23,6,Confirmation,,,no,"Web UI",Guest,Low,Automated,Out-of-stock
115,"Admin: Negative: Sign in to admin and navigate to an admin section (EU address)","Validates Search behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,negative,to-be-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
","1. """"
2. """"
","1. """"
2. """"
",,,23,6,Confirmation,,,no,"Web UI","New user",High,Candidate,"EU address"
105,"Checkout: Pay by card at checkout (Out-of-stock, Discount eligible)","Validates Search behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Proceed to the payment step in checkout""
2. ""Enter card details""
","1. """"
2. """"
","1. """"
2. """"
",,,23,6,Confirmation,,,no,Admin,"Returning user",High,Automated,"Out-of-stock, Discount eligible"
44,"Admin: Perform admin action and verify changes persist (EU address)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",medium,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,24,4,"Order History",,,no,"Backend API","New user",Low,"Not automated","EU address"
54,"Cart: Update cart items (qty, remove, add different) recalculates totals (Discount eligible)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Add a product to the cart""
2. ""Change quantity and confirm totals update""
3. ""Remove the item and confirm cart is empty""
4. ""Add a different item and confirm totals recalculate""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,24,4,"Order History",,,no,Admin,Admin,Medium,Automated,"Discount eligible"
109,"Orders: Open shipment tracking details and verify tracking link (Discount eligible, 3DS required)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",medium,major,functional,positive,automated,actual,no,api,classic,"1. ""Open a shipped order""
2. ""Open tracking details""
3. ""Verify tracking link opens correctly""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,24,4,"Order History",,,no,"Backend API",Admin,Medium,Automated,"Discount eligible, 3DS required"
102,"Cart: Negative: Apply then remove promo code updates totals (Discount eligible)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
4. ""Remove the promo and confirm totals revert""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,24,4,"Order History",,,no,Admin,Admin,High,Candidate,"Discount eligible"
117,"Auth: Sign in and land on authenticated area (Discount eligible)","Validates Search behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Open ShopEase and navigate to Login""
2. ""Sign in as a guest account""
3. ""Confirm the user lands on the authenticated area""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,24,4,"Order History",,,no,Admin,Guest,Low,Candidate,"Discount eligible"
23,"Admin: Sign in to admin and navigate to an admin section (EU address, Discount eligible)","Validates Search behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
","1. """"
2. """"
","1. """"
2. """"
",,,25,4,Cancellation,,,no,Admin,"Returning user",High,Automated,"EU address, Discount eligible"
19,"Orders: View refund-in-progress status updates (Out-of-stock, 3DS required)","Validates Search behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Open an order with a refund in progress""
2. ""Review refund status""
3. ""Confirm status updates are visible""
4. ""Confirm final state matches refund outcome""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,25,4,Cancellation,,,no,Payments,"New user",High,Automated,"Out-of-stock, 3DS required"
18,"Returns: Start a return request for an eligible order (Out-of-stock)","Validates Search behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Open an eligible order""
2. ""Start a return request""
3. ""Select a return reason and submit""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,25,4,Cancellation,,,no,Payments,Admin,High,Automated,Out-of-stock
65,"Orders: View refund-in-progress status updates (US address)","Validates Search behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open an order with a refund in progress""
2. ""Review refund status""
3. ""Confirm status updates are visible""
4. ""Confirm final state matches refund outcome""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,25,4,Cancellation,,,no,Payments,"New user",High,Automated,"US address"
81,"Checkout: Select address and shipping method during checkout (EU address)","Validates Search behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Proceed to checkout from the cart""
2. ""Select or add a delivery address""
3. ""Choose a shipping method""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,25,4,Cancellation,,,no,Payments,Guest,Medium,"Not automated","EU address"
35,"Checkout: Select or add delivery address during checkout (US address, EU address)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Proceed to checkout from the cart""
2. ""Select or add a delivery address""
","1. """"
2. """"
","1. """"
2. """"
",,,27,4,"Shipment Tracking",,,no,"Web UI","New user",High,Candidate,"US address, EU address"
40,"Orders: Open shipment tracking details and verify tracking link (US address)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open a shipped order""
2. ""Open tracking details""
","1. """"
2. """"
","1. """"
2. """"
",,,27,4,"Shipment Tracking",,,no,Search,"Returning user",High,Automated,"US address"
42,"Orders: View refund-in-progress status updates (Out-of-stock)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Open an order with a refund in progress""
2. ""Review refund status""
3. ""Confirm status updates are visible""
4. ""Confirm final state matches refund outcome""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,27,4,"Shipment Tracking",,,no,Search,Guest,Medium,Automated,Out-of-stock
68,"Cart: Apply promo code updates discount and totals (3DS required)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,27,4,"Shipment Tracking",,,no,"Web UI",Guest,High,"Not automated","3DS required"
13,"Checkout: Pay by card at checkout (Out-of-stock)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Proceed to the payment step in checkout""
2. ""Enter card details""
","1. """"
2. """"
","1. """"
2. """"
",,,20,7,Returns,,,no,"Web UI",Admin,Low,Candidate,Out-of-stock
41,"Returns: Start a return request for an eligible order (EU address)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,jira:",low,minor,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Open an eligible order""
2. ""Start a return request""
3. ""Select a return reason and submit""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,20,7,Returns,,,no,"Backend API","New user",Medium,Candidate,"EU address"
57,"Checkout: Negative: Guest checkout enters email and proceeds (Out-of-stock)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,risk:high,jira:",high,critical,functional,negative,automated,actual,no,api,classic,"1. ""Add items to cart and proceed to checkout""
2. ""Continue as guest and enter checkout email""
3. ""Enter address and select shipping""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,20,7,Returns,,,no,"Backend API",Guest,Low,"Not automated",Out-of-stock
56,"Cart: Negative: Apply promo code updates discount and totals (Out-of-stock, Discount eligible)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,risk:high,jira:",high,critical,functional,negative,to-be-automated,actual,no,api,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
","1. """"
2. """"
","1. """"
2. """"
",,,20,7,Returns,,,no,"Web UI","Returning user",Medium,Candidate,"Out-of-stock, Discount eligible"
92,"Admin: Perform admin action and verify changes persist (US address)","Validates Search behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:search,jira:",medium,major,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
4. ""Verify changes are reflected in the system""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,20,7,Returns,,,no,Search,"New user",High,"Not automated","US address"
67,"Admin: Perform admin action and verify changes persist (Discount eligible, US address)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
4. ""Verify changes are reflected in the system""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,26,7,"Refund Status",,,no,Search,"New user",High,Automated,"Discount eligible, US address"
74,"Search: Search, sort results, and open a product (Out-of-stock, Discount eligible)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Enter a search query""
2. ""Apply sort order and review results""
3. ""Open a product from the results""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,26,7,"Refund Status",,,no,Search,"New user",High,Candidate,"Out-of-stock, Discount eligible"
89,"Admin: Perform admin action and verify changes persist (Out-of-stock)","Validates Web UI behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:web-ui,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
3. ""Perform the admin action and save changes""
4. ""Verify changes are reflected in the system""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,26,7,"Refund Status",,,no,Admin,Guest,High,"Not automated",Out-of-stock
